product_id,product_name,category,price,review_score,review_count,sales_month_1,sales_month_2,sales_month_3,sales_month_4,sales_month_5,sales_month_6,sales_month_7,sales_month_8,sales_month_9,sales_month_10,sales_month_11,sales_month_12,total_sales,average_monthly_sales,total_revenue,review_score_category,average_monthly_growth_rate
375,Product_375,Sports,40.24,2.0,407,673,400,369,380,55,113,432,5,265,955,921,346,4914,409.5,197739.36000000002,Medium,5.047670841788406
376,Product_376,Electronics,162.89,4.5,443,420,246,899,117,624,753,928,235,693,365,376,819,6475,539.5833333333334,1054712.75,High,0.7345446534329256
377,Product_377,Sports,423.21,2.8,603,133,615,933,565,12,502,995,126,851,419,742,486,6379,531.5833333333334,2699656.59,Medium,4.489289422678666
378,Product_378,Health,16.52,3.1,354,390,596,491,952,439,635,99,103,64,572,882,472,5695,474.5833333333333,94081.4,Medium,0.7300735224603847
379,Product_379,Home & Kitchen,408.16,2.4,888,991,449,922,115,17,816,657,748,332,784,827,381,7039,586.5833333333334,2873038.24,Medium,4.185780409272148
380,Product_380,Clothing,144.52,3.4,558,735,484,136,629,693,587,8,914,512,560,401,279,5938,494.8333333333333,858159.76,Medium,10.349333772132065
381,Product_381,Clothing,63.49,1.7,550,500,645,366,259,972,310,573,479,132,843,224,71,5374,447.8333333333333,341195.26,Low,0.5059887153340867
382,Product_382,Sports,349.88,2.6,142,664,619,911,74,112,468,696,154,591,443,216,520,5468,455.6666666666667,1913143.84,Medium,0.5789042826191324
383,Product_383,Sports,316.33,4.9,612,32,17,183,479,228,823,28,256,782,915,567,365,4675,389.5833333333333,1478842.75,High,1.969467031077246
384,Product_384,Books,439.35,2.0,501,54,605,587,304,170,707,892,234,752,433,30,932,5700,475.0,2504295.0,Medium,3.896299812468857
385,Product_385,Sports,368.86,3.6,840,953,661,286,6,294,862,113,499,539,642,868,93,5816,484.6666666666667,2145289.7600000002,Medium,4.577879194723265
386,Product_386,Home & Kitchen,402.72,2.3,702,518,757,471,365,188,43,461,288,734,554,58,372,4809,400.75,1936680.4800000002,Medium,1.2518042252205457
387,Product_387,Sports,144.61,4.1,547,755,288,374,633,425,414,920,509,534,56,891,338,6137,511.4166666666667,887471.5700000001,High,1.294330575898813
388,Product_388,Toys,92.83,1.5,659,824,413,653,522,976,697,142,551,495,561,897,436,7167,597.25,665312.61,Low,0.2423902749808964
389,Product_389,Health,376.55,4.9,542,637,720,748,347,78,854,389,799,620,963,352,335,6842,570.1666666666666,2576355.1,High,0.8147732292483703
390,Product_390,Home & Kitchen,404.38,2.8,846,11,637,536,437,657,245,631,708,618,976,934,663,7053,587.75,2852092.14,Medium,5.296245342437404
391,Product_391,Books,495.3,1.9,507,527,234,510,1000,918,948,681,784,656,177,444,491,7370,614.1666666666666,3650361.0,Low,0.19322352692657618
392,Product_392,Toys,209.25,1.3,596,719,415,801,214,181,83,156,893,368,292,234,916,5272,439.3333333333333,1103166.0,Low,0.6003803768400513
393,Product_393,Toys,189.15,1.7,881,554,937,578,428,498,206,334,775,865,45,106,867,6193,516.0833333333334,1171405.95,Low,0.8427781830011857
394,Product_394,Health,389.32,3.1,281,372,498,249,790,797,150,860,568,908,169,190,39,5590,465.8333333333333,2176298.8,Medium,0.4287730755871836
395,Product_395,Clothing,173.7,2.3,424,483,973,919,497,761,667,259,297,909,270,991,358,7384,615.3333333333334,1282600.7999999998,Medium,0.34834057710437616
396,Product_396,Home & Kitchen,465.72,4.3,856,972,633,509,539,865,527,81,609,650,416,529,573,6903,575.25,3214865.16,High,0.49660963635443633
397,Product_397,Health,429.91,2.7,270,646,649,629,746,825,164,753,136,795,847,912,253,7355,612.9166666666666,3161988.0500000003,Medium,0.5910679935216965
398,Product_398,Toys,217.35,2.0,154,227,114,72,366,707,916,440,375,809,138,737,965,5866,488.8333333333333,1274975.0999999999,Medium,0.7959002316501689
399,Product_399,Books,376.68,3.5,614,622,931,281,312,834,974,944,86,991,246,678,580,7479,623.25,2817189.72,Medium,1.108474459751875
400,Product_400,Health,378.5,3.8,727,306,673,915,537,70,144,171,418,98,147,582,397,4458,371.5,1687353.0,Medium,0.48554734010013106
401,Product_401,Clothing,56.05,1.7,662,456,712,959,920,247,36,230,753,316,229,873,756,6487,540.5833333333334,363596.35,Low,0.7970200140768672
402,Product_402,Toys,451.76,1.7,944,159,233,359,53,145,332,719,198,122,791,565,876,4552,379.3333333333333,2056411.52,Low,0.8168053972890096
403,Product_403,Health,255.1,1.1,83,330,539,9,540,617,402,74,462,319,636,244,169,4341,361.75,1107389.0999999999,Low,5.693814855919335
404,Product_404,Home & Kitchen,414.1,3.9,622,775,10,210,466,774,413,269,436,798,703,994,689,6537,544.75,2706971.7,Medium,1.9560875604728487
405,Product_405,Clothing,163.42,3.7,947,224,205,834,864,295,44,898,309,592,373,861,700,6199,516.5833333333334,1013040.58,Medium,1.993678491305053
406,Product_406,Home & Kitchen,448.28,2.9,899,982,678,151,163,581,401,625,595,494,79,75,510,5334,444.5,2391125.52,Medium,0.5906690888431007
407,Product_407,Home & Kitchen,197.65,4.4,426,728,246,4,781,469,205,61,753,456,605,546,259,5113,426.0833333333333,1010584.4500000001,High,18.32661620788431
408,Product_408,Home & Kitchen,10.36,4.2,275,503,558,194,333,505,61,873,280,521,737,266,583,5414,451.1666666666667,56089.03999999999,High,1.2973617948130707
409,Product_409,Health,453.16,3.3,713,455,757,953,546,192,419,319,322,519,64,316,983,5845,487.0833333333333,2648720.2,Medium,0.5985123965008082
410,Product_410,Clothing,50.19,4.5,284,44,126,282,797,67,867,101,763,916,87,811,458,5319,443.25,266960.61,High,2.6186692707663384
411,Product_411,Health,163.06,1.8,980,213,146,463,347,493,467,428,701,716,87,120,528,4709,392.4166666666667,767849.54,Low,0.4955186626981971
412,Product_412,Health,475.28,1.4,173,58,117,112,272,816,819,873,950,314,712,835,881,6759,563.25,3212417.52,Low,0.4897067976399047
413,Product_413,Health,475.55,2.1,327,643,910,270,962,51,18,721,941,945,725,24,340,6550,545.8333333333334,3114852.5,Medium,4.728433367532263
414,Product_414,Toys,288.85,1.2,718,615,381,162,719,881,364,953,151,708,203,431,56,5624,468.6666666666667,1624492.4000000001,Low,0.5569624825449081
415,Product_415,Sports,317.76,3.1,63,194,411,459,749,362,299,254,993,709,912,159,217,5718,476.5,1816951.68,Medium,0.3158924640169942
416,Product_416,Electronics,226.98,4.7,73,924,663,104,413,796,6,531,301,541,381,595,618,5873,489.4166666666667,1333053.54,High,8.177202849441143
417,Product_417,Toys,150.14,1.2,763,488,583,692,499,916,760,569,277,478,600,113,815,6790,565.8333333333334,1019450.5999999999,Low,0.5804716219840294
418,Product_418,Clothing,167.69,1.5,636,156,362,555,92,473,427,111,650,912,475,734,939,5886,490.5,987023.34,Low,0.9025231367853258
419,Product_419,Electronics,337.9,2.8,375,609,508,281,684,845,116,984,687,970,572,899,684,7839,653.25,2648798.0999999996,Medium,0.7008368741032437
420,Product_420,Electronics,377.43,4.7,633,225,136,686,78,520,579,312,7,19,782,501,730,4575,381.25,1726742.25,High,4.461238196609908
421,Product_421,Electronics,396.83,2.3,508,411,174,161,621,762,506,997,806,559,605,165,463,6230,519.1666666666666,2472250.9,Medium,0.33911728079118325
422,Product_422,Sports,395.86,3.0,787,204,288,982,216,430,545,460,234,968,818,702,246,6093,507.75,2411974.98,Medium,0.4402520603704079
423,Product_423,Health,50.15,1.2,943,78,957,350,946,843,705,707,674,129,538,174,729,6830,569.1666666666666,342524.5,Low,1.5360369912813148
424,Product_424,Books,249.74,1.6,398,123,480,433,357,297,324,886,560,292,213,0,372,4337,361.4166666666667,1083122.3800000001,Low,inf
425,Product_425,Clothing,33.49,4.9,120,470,18,851,617,434,54,461,301,896,73,898,416,5489,457.4166666666667,183826.61000000002,High,5.716521540303891
426,Product_426,Sports,277.02,4.9,934,939,194,139,506,695,777,864,37,131,60,740,30,5112,426.0,1416126.24,High,1.2347374227048469
427,Product_427,Sports,223.56,1.0,437,217,329,470,558,690,991,91,135,355,697,85,367,4985,415.4166666666667,1114446.6,Low,0.5829706034853686
428,Product_428,Books,444.41,4.8,829,515,935,131,180,197,41,51,821,53,542,573,558,4597,383.0833333333333,2042952.77,High,2.1178347942355056
429,Product_429,Electronics,178.7,3.6,676,601,174,86,575,127,296,804,420,889,218,319,645,5154,429.5,921019.7999999999,Medium,0.7370119726213563
430,Product_430,Health,62.95,4.5,936,103,448,687,245,531,972,519,218,792,11,400,107,5033,419.4166666666667,316827.35000000003,High,3.6790470042045977
431,Product_431,Books,75.78,2.8,465,392,924,182,243,983,230,811,347,386,813,381,583,6275,522.9166666666666,475519.5,Medium,0.5763549315375353
432,Product_432,Books,381.95,3.1,286,630,945,367,505,410,452,97,807,264,414,717,838,6446,537.1666666666666,2462049.6999999997,Medium,0.6826230306825961
433,Product_433,Sports,311.02,3.0,265,644,353,128,421,933,889,235,545,981,31,616,417,6193,516.0833333333334,1926146.8599999999,Medium,1.9392549811293813
434,Product_434,Clothing,55.06,3.7,320,823,498,245,319,839,393,900,863,214,159,317,619,6189,515.75,340766.34,Medium,0.2439946309748275
435,Product_435,Home & Kitchen,46.63,1.6,673,607,140,600,86,64,521,373,78,459,1000,802,820,5550,462.5,258796.5,Low,1.2142959877866357
436,Product_436,Health,351.98,1.1,376,979,757,577,216,693,357,580,747,457,236,249,397,6245,520.4166666666666,2198115.1,Low,0.12032065488129794
437,Product_437,Books,41.02,2.2,820,433,896,669,489,240,986,926,894,801,738,524,271,7867,655.5833333333334,322704.34,Medium,0.19046576482920738
438,Product_438,Health,411.82,3.8,89,330,929,898,518,368,443,556,272,42,180,674,682,5892,491.0,2426443.44,Medium,0.5648705769642256
439,Product_439,Books,354.59,1.8,654,142,92,377,277,535,127,648,160,585,828,554,115,4440,370.0,1574379.5999999999,Low,0.7224387540650228
440,Product_440,Electronics,45.27,3.7,203,799,943,148,848,383,690,233,686,861,557,897,840,7885,657.0833333333334,356953.95,Medium,0.5500816018059318
441,Product_441,Health,46.99,4.9,821,539,238,984,721,430,404,31,877,277,340,951,585,6377,531.4166666666666,299655.23000000004,High,2.6515642658783807
442,Product_442,Electronics,493.39,1.4,739,277,204,851,168,966,391,288,307,837,457,622,255,5623,468.5833333333333,2774331.9699999997,Low,0.646013881241389
443,Product_443,Sports,190.26,3.7,955,232,559,432,329,82,192,637,373,753,79,716,80,4464,372.0,849320.64,Medium,0.9760489096649848
444,Product_444,Electronics,188.47,2.8,334,528,432,627,649,981,603,578,975,129,646,895,779,7822,651.8333333333334,1474212.34,Medium,0.406562274111798
445,Product_445,Health,407.34,4.5,222,570,244,725,440,830,880,541,732,349,771,255,127,6464,538.6666666666666,2633045.76,High,0.13049354215140882
446,Product_446,Toys,473.89,1.7,41,89,831,468,390,696,742,113,8,705,986,306,837,6171,514.25,2924375.19,Low,8.670600389979926
447,Product_447,Health,493.07,3.8,708,491,316,445,495,950,77,203,800,543,819,949,914,7002,583.5,3452476.14,Medium,0.45914121190416696
448,Product_448,Books,377.92,4.4,68,198,924,480,380,827,84,28,443,105,758,143,234,4604,383.6666666666667,1739943.6800000002,High,2.062868128985949
449,Product_449,Electronics,191.25,4.8,988,361,294,883,305,610,29,642,112,911,472,657,552,5828,485.6666666666667,1114605.0,High,2.5824834854733525
450,Product_450,Clothing,46.33,3.7,776,440,639,293,741,573,724,473,988,715,670,390,180,6826,568.8333333333334,316248.58,Medium,0.08391832543653989
451,Product_451,Toys,389.69,3.0,514,25,855,764,986,285,48,696,204,0,714,812,156,5545,462.0833333333333,2160831.05,Medium,inf
452,Product_452,Sports,281.41,3.5,873,24,281,142,819,988,776,252,404,756,111,675,453,5681,473.4166666666667,1598690.2100000002,Medium,1.788297540176186
453,Product_453,Home & Kitchen,214.99,4.5,637,393,16,249,672,533,144,797,697,583,979,168,570,5801,483.4166666666667,1247156.99,High,1.8958846337342932
454,Product_454,Books,453.65,3.3,622,506,70,877,512,458,68,904,852,431,291,989,856,6814,567.8333333333334,3091171.0999999996,Medium,2.088682444758666
455,Product_455,Books,60.04,1.1,598,300,268,947,747,211,57,921,196,305,949,297,760,5958,496.5,357718.32,Low,1.6980468976461915
456,Product_456,Clothing,248.85,4.7,937,338,324,974,948,125,696,385,777,908,821,232,703,7231,602.5833333333334,1799434.3499999999,High,0.6904358886382135
457,Product_457,Home & Kitchen,10.62,3.8,632,266,793,301,187,412,573,61,773,526,630,902,23,5447,453.9166666666667,57847.13999999999,Medium,1.1536399665432895
458,Product_458,Home & Kitchen,236.99,3.7,127,460,304,24,929,498,478,514,759,52,382,270,472,5142,428.5,1218602.58,Medium,3.851421534933841
459,Product_459,Sports,32.87,1.9,255,692,450,788,515,424,819,429,114,939,16,59,399,5644,470.3333333333333,185518.28,Low,1.3003177577488936
460,Product_460,Sports,63.81,3.6,695,455,6,983,912,553,444,579,120,519,492,295,947,6305,525.4166666666666,402322.05,Medium,15.070690276104301
461,Product_461,Toys,63.18,2.6,16,359,313,888,643,609,295,536,652,329,330,466,591,6011,500.9166666666667,379774.98,Medium,0.18962899770641356
462,Product_462,Books,326.36,3.6,477,67,816,889,426,960,677,690,64,557,925,234,133,6438,536.5,2101105.68,Medium,1.6366906433976367
463,Product_463,Electronics,374.29,1.4,62,862,102,900,501,542,170,140,275,324,738,676,420,5650,470.8333333333333,2114738.5,Low,0.6977346059740818
464,Product_464,Sports,293.77,3.6,881,411,820,69,729,157,574,742,824,113,872,705,212,6228,519.0,1829599.5599999998,Medium,1.534750237819513
465,Product_465,Clothing,481.28,5.0,432,970,192,624,259,111,146,299,238,146,485,233,899,4602,383.5,2214850.56,High,0.5204514067773346
466,Product_466,Clothing,190.56,1.2,670,490,752,874,512,401,483,674,301,165,405,367,481,5905,492.0833333333333,1125256.8,Low,0.12108932784818388
467,Product_467,Clothing,146.43,4.9,268,832,573,111,70,758,305,310,391,378,116,694,347,4885,407.0833333333333,715310.55,High,1.070733503716429
468,Product_468,Health,434.96,2.6,35,48,528,363,477,121,672,470,521,138,554,844,165,4901,408.4166666666667,2131738.96,Medium,1.4195621896541788
469,Product_469,Sports,115.68,4.5,779,686,170,302,177,272,652,392,968,628,879,231,936,6293,524.4166666666666,727974.24,High,0.4525419997168511
470,Product_470,Sports,481.8,4.1,576,563,536,470,456,293,845,641,368,298,114,872,347,5803,483.5833333333333,2795885.4,High,0.5361543952060849
471,Product_471,Clothing,11.02,3.3,494,101,250,963,188,397,608,444,232,275,794,490,848,5590,465.8333333333333,61601.799999999996,Medium,0.6217093638910738
472,Product_472,Sports,485.09,4.0,562,215,764,90,290,470,445,757,194,915,548,618,397,5703,475.25,2766468.27,High,0.6821765608223733
473,Product_473,Health,26.36,4.5,469,437,386,529,519,984,220,808,906,788,813,502,582,7474,622.8333333333334,197014.63999999998,High,0.25697410051703645
474,Product_474,Electronics,446.12,2.6,767,699,206,660,764,206,554,171,11,849,624,889,725,6358,529.8333333333334,2836430.96,Medium,7.013192243535837
475,Product_475,Electronics,266.21,2.3,661,568,540,987,919,109,944,575,905,824,546,734,434,8085,673.75,2152307.8499999996,Medium,0.6527717098396785
476,Product_476,Toys,496.52,3.7,325,558,628,738,978,439,803,30,920,177,643,591,576,7081,590.0833333333334,3515858.1199999996,Medium,2.8478888683757946
477,Product_477,Books,41.53,4.2,304,158,415,725,291,277,377,46,688,841,335,745,220,5118,426.5,212550.54,High,1.3914808823673714
478,Product_478,Electronics,279.16,4.0,276,488,793,871,945,962,619,129,176,353,335,380,307,6358,529.8333333333334,1774899.2800000003,High,0.08540147061569875
479,Product_479,Toys,484.8,4.2,869,685,379,662,755,567,265,351,216,153,980,695,990,6698,558.1666666666666,3247190.4,High,0.44054132069139373
480,Product_480,Home & Kitchen,263.93,2.7,963,241,143,191,634,886,94,977,10,925,921,427,797,6246,520.5,1648506.78,Medium,9.271057577377706
481,Product_481,Books,316.55,4.3,684,793,24,962,810,914,261,844,445,200,888,696,696,7533,627.75,2384571.15,High,3.8003396988217646
482,Product_482,Electronics,349.4,1.5,929,752,821,551,282,568,824,621,629,877,739,645,718,8027,668.9166666666666,2804633.8,Low,0.0662725502576209
483,Product_483,Health,230.0,3.2,201,881,667,241,543,939,896,580,163,114,146,731,465,6366,530.5,1464180.0,Medium,0.3278565773005442
484,Product_484,Home & Kitchen,315.64,1.0,445,4,72,137,845,481,70,57,550,670,121,799,98,3904,325.3333333333333,1232258.56,Low,3.1248698509452497
485,Product_485,Toys,294.24,2.3,905,595,631,344,376,802,953,105,52,553,80,363,241,5095,424.5833333333333,1499152.8,Medium,1.0550964596304733
486,Product_486,Electronics,451.07,2.5,324,819,823,179,657,113,218,811,217,758,684,201,157,5637,469.75,2542681.59,Medium,0.49564911553169144
487,Product_487,Electronics,27.5,2.6,35,360,832,711,155,892,532,329,717,67,665,881,609,6750,562.5,185625.0,Medium,1.2334158966127493
488,Product_488,Sports,144.08,3.8,977,458,92,502,507,896,91,767,998,444,661,145,553,6114,509.5,880905.1200000001,Medium,1.2029733814417785
489,Product_489,Home & Kitchen,475.45,2.6,482,247,504,202,412,819,126,823,823,444,374,835,650,6259,521.5833333333334,2975841.55,Medium,0.6861122866648782
490,Product_490,Electronics,445.68,2.8,728,565,597,572,527,852,79,682,359,325,569,638,794,6559,546.5833333333334,2923215.12,Medium,0.7115142398257057
491,Product_491,Clothing,230.55,2.0,480,672,335,191,354,476,823,382,384,845,62,456,919,5899,491.5833333333333,1360014.45,Medium,0.7371966360701706
492,Product_492,Health,311.97,2.5,65,945,424,4,558,709,237,984,55,707,503,134,226,5486,457.1666666666667,1711467.4200000002,Medium,13.662705297003214
493,Product_493,Sports,142.3,1.9,8,421,498,889,762,932,982,161,117,601,667,625,422,7077,589.75,1007057.1000000001,Low,0.3501260227796333
494,Product_494,Sports,98.12,1.3,301,922,363,236,186,320,371,996,899,622,448,263,71,5697,474.75,558989.64,Low,-0.03925572913016035
495,Product_495,Electronics,234.53,3.4,343,737,946,692,30,178,915,285,252,879,427,63,242,5646,470.5,1324156.3800000001,Medium,1.0264172557366225
496,Product_496,Health,179.91,3.7,431,14,629,310,259,896,485,70,797,358,867,490,529,5704,475.3333333333333,1026206.64,Medium,5.027584600245159
497,Product_497,Sports,293.91,3.5,424,735,744,548,420,218,693,766,779,144,426,646,588,6707,558.9166666666666,1971254.37,Medium,0.2641198939144561
498,Product_498,Books,43.48,2.9,332,572,198,55,528,788,24,453,802,274,420,40,44,4198,349.8333333333333,182529.03999999998,Medium,2.2238148037317873
499,Product_499,Home & Kitchen,487.33,2.5,438,121,717,442,550,948,155,885,844,508,321,295,471,6257,521.4166666666666,3049223.81,Medium,0.8260280163611123
500,Product_500,Books,493.17,4.5,588,276,412,236,303,527,516,566,179,178,912,2,370,4477,373.0833333333333,2207922.09,High,17.054656732912182
501,Product_501,Toys,350.59,3.1,174,557,338,869,941,491,631,834,414,752,679,912,854,8272,689.3333333333334,2900080.48,Medium,0.17132909578993588
502,Product_502,Books,270.37,2.9,559,452,658,860,985,890,788,396,869,837,165,705,651,8256,688.0,2232174.72,Medium,0.34095101940574546
503,Product_503,Health,158.22,1.1,527,389,961,196,943,60,529,514,234,830,596,974,688,6914,576.1666666666666,1093933.08,Low,1.2180437427245698
504,Product_504,Clothing,407.83,2.4,873,293,936,584,38,53,942,25,854,476,956,109,733,5999,499.9166666666667,2446572.17,Medium,5.058451652841337
505,Product_505,Sports,343.94,2.5,659,573,428,570,488,679,709,312,707,842,648,220,926,7102,591.8333333333334,2442661.88,Medium,0.32596918371644557
506,Product_506,Health,85.5,2.6,26,597,782,751,643,537,56,125,819,975,460,369,91,6205,517.0833333333334,530527.5,Medium,0.4146421495642629
507,Product_507,Sports,455.91,3.3,820,445,898,513,541,847,604,407,79,413,458,367,21,5593,466.0833333333333,2549904.6300000004,Medium,0.271439468889726
508,Product_508,Clothing,412.16,3.1,605,209,138,448,669,987,18,564,646,152,188,435,171,4625,385.4166666666667,1906240.0,Medium,2.95921215745225
509,Product_509,Sports,475.15,3.4,406,589,692,359,277,64,383,197,21,103,463,917,603,4668,389.0,2218000.1999999997,Medium,0.9399705380904675
510,Product_510,Books,364.23,4.1,232,713,941,699,202,611,864,810,476,74,911,3,191,6495,541.25,2365673.85,High,6.677436497168381
511,Product_511,Toys,308.64,4.3,533,301,541,818,65,585,192,187,842,127,378,243,76,4355,362.9166666666667,1344127.2,High,1.025134544756317
512,Product_512,Electronics,212.03,3.9,819,908,56,29,107,703,236,697,439,710,1,901,280,5067,422.25,1074356.01,Medium,82.42615475071308
513,Product_513,Clothing,466.7,4.8,550,222,231,778,267,170,386,816,736,665,617,165,363,5416,451.3333333333333,2527647.1999999997,High,0.36124650164477834
514,Product_514,Books,433.7,1.1,788,733,657,987,221,272,425,809,569,567,363,25,178,5806,483.8333333333333,2518062.1999999997,Low,0.531655797707074
515,Product_515,Health,27.38,1.8,505,2,434,107,803,888,276,715,92,789,71,394,237,4808,400.6666666666667,131643.04,Low,21.154911316020154
516,Product_516,Books,18.05,1.0,669,989,383,843,529,698,226,483,191,344,426,473,134,5719,476.5833333333333,103227.95,Low,0.07497610580081354
517,Product_517,Books,191.35,3.6,179,517,559,934,89,534,744,449,102,530,637,16,876,5987,498.9166666666667,1145612.45,Medium,5.567670480311824
518,Product_518,Electronics,406.22,4.6,132,92,193,601,692,390,551,522,395,158,169,727,901,5391,449.25,2189932.02,High,0.5504039015447343
519,Product_519,Home & Kitchen,493.7,2.0,823,519,735,716,254,939,322,870,6,537,204,91,279,5472,456.0,2701526.4,Medium,8.353228390646317
520,Product_520,Sports,79.46,4.7,455,427,647,890,454,692,152,353,639,425,824,482,18,6003,500.25,476998.37999999995,High,0.13668950191367496
521,Product_521,Sports,299.09,1.2,348,492,533,967,252,326,638,985,566,680,336,542,594,6911,575.9166666666666,2067010.9899999998,Low,0.17563379595488418
522,Product_522,Health,193.54,4.7,540,234,517,958,256,107,236,657,230,995,998,204,739,6131,510.9166666666667,1186593.74,High,0.7493848783249473
523,Product_523,Toys,485.11,2.4,772,619,715,959,382,846,997,596,873,22,471,501,370,7351,612.5833333333334,3566043.61,Medium,1.8715357220781355
524,Product_524,Health,421.85,1.4,406,160,750,444,441,161,54,99,573,46,194,930,776,4628,385.6666666666667,1952321.8,Low,1.229121093440232
525,Product_525,Home & Kitchen,419.97,2.9,76,720,184,892,857,813,979,615,239,524,669,399,111,7002,583.5,2940629.9400000004,Medium,0.2343262059996065
526,Product_526,Sports,237.0,2.0,941,751,871,437,598,451,435,947,89,728,652,206,762,6927,577.25,1641699.0,Medium,0.8281805686571844
527,Product_527,Toys,210.34,2.1,579,330,291,731,89,205,683,557,231,833,274,618,675,5517,459.75,1160445.78,Medium,0.6057832666382099
528,Product_528,Health,140.34,2.2,854,332,334,889,748,589,108,555,456,705,6,145,869,5736,478.0,804990.24,Medium,2.9231576590027406
529,Product_529,Toys,32.91,4.2,492,49,731,605,389,15,865,277,232,143,904,878,679,5767,480.5833333333333,189791.96999999997,High,6.630420403647826
530,Product_530,Books,433.04,3.2,194,522,115,456,581,326,980,692,353,584,978,100,220,5907,492.25,2557967.2800000003,Medium,0.44312902216997235
531,Product_531,Clothing,407.39,2.2,984,862,824,614,43,607,183,698,332,667,565,879,919,7193,599.4166666666666,2930356.27,Medium,1.3578254431378316
532,Product_532,Books,499.86,3.4,162,667,48,734,711,658,950,989,438,588,615,829,303,7530,627.5,3763945.8000000003,Medium,1.2079361870045835
533,Product_533,Electronics,498.34,3.9,347,491,684,697,663,1,367,625,374,418,853,879,702,6754,562.8333333333334,3365788.36,Medium,33.332148970133645
534,Product_534,Sports,279.94,2.1,951,581,81,980,597,9,982,490,291,680,849,240,324,6104,508.6666666666667,1708753.76,Medium,10.662217663662998
535,Product_535,Toys,385.65,2.7,361,680,833,695,18,433,197,254,344,972,572,1000,436,6434,536.1666666666666,2481272.0999999996,Medium,2.167066840693832
536,Product_536,Health,472.66,1.5,769,271,332,494,100,124,370,380,663,798,598,922,437,5489,457.4166666666667,2594430.74,Low,0.26180700356479786
537,Product_537,Clothing,425.58,1.7,584,579,556,673,913,80,372,891,427,84,769,758,169,6271,522.5833333333334,2668812.1799999997,Low,0.972679597323209
538,Product_538,Health,127.44,3.7,87,866,334,246,606,484,972,541,656,415,177,162,374,5833,486.0833333333333,743357.52,Medium,0.1313404609533915
539,Product_539,Sports,228.02,1.7,934,251,531,542,765,651,496,263,129,693,241,883,556,6001,500.0833333333333,1368348.02,Low,0.5631583945582856
540,Product_540,Toys,68.93,3.1,262,559,959,563,356,837,598,609,140,481,202,172,380,5856,488.0,403654.08,Medium,0.2877527331598389
541,Product_541,Toys,477.26,3.8,214,695,220,856,541,149,200,824,414,455,542,501,985,6382,531.8333333333334,3045873.32,Medium,0.4782049886263502
542,Product_542,Books,305.06,1.4,665,831,634,587,760,799,848,878,92,826,800,546,13,7614,634.5,2322726.84,Low,0.5354017672898949
543,Product_543,Clothing,118.18,3.3,722,698,745,896,937,872,508,328,625,296,461,283,742,7391,615.9166666666666,873468.38,Medium,0.14972343014338801
544,Product_544,Clothing,337.49,2.0,913,89,732,438,32,339,321,114,283,111,79,358,668,3564,297.0,1202814.36,Medium,1.7978084833797516
545,Product_545,Sports,310.97,4.9,573,445,322,277,969,128,274,275,955,961,522,380,499,6007,500.5833333333333,1867996.7900000003,High,0.40197544533882185
546,Product_546,Toys,182.29,2.9,780,331,850,551,228,437,210,487,922,229,416,869,645,6175,514.5833333333334,1125640.75,Medium,0.3759666617893739
547,Product_547,Clothing,61.21,4.2,262,138,2,612,523,750,503,280,654,95,765,904,390,5616,468.0,343755.36,High,28.24337728358039
548,Product_548,Clothing,337.43,3.2,730,356,693,110,629,500,902,274,222,949,383,971,548,6537,544.75,2205779.91,Medium,0.7558558451804882
549,Product_549,Health,262.55,1.2,283,600,205,384,861,57,117,772,743,679,390,910,564,6282,523.5,1649339.1,Low,0.6889031591559199
550,Product_550,Sports,387.3,3.5,648,273,831,832,154,197,702,842,462,377,895,532,529,6626,552.1666666666666,2566249.8000000003,Medium,0.41816807639724085
551,Product_551,Books,262.48,4.8,467,18,39,760,422,210,553,718,544,155,798,819,982,6018,501.5,1579604.6400000001,High,2.1867962012163997
552,Product_552,Health,426.83,3.4,380,982,58,190,904,913,41,895,275,420,687,162,491,6018,501.5,2568662.94,Medium,2.4285338661909113
553,Product_553,Health,278.19,4.3,362,310,950,489,245,901,314,327,681,104,125,608,549,5603,466.9166666666667,1558698.57,High,0.668354402632634
554,Product_554,Home & Kitchen,282.66,4.5,449,869,573,693,404,44,787,210,139,704,493,306,698,5920,493.3333333333333,1673347.2000000002,High,1.7311416670677806
555,Product_555,Electronics,438.94,1.9,441,885,643,425,843,96,328,726,356,1000,46,338,384,6070,505.8333333333333,2664365.8,Low,0.9040250246275755
556,Product_556,Home & Kitchen,204.72,1.8,93,977,506,404,758,278,16,922,712,329,717,54,195,5868,489.0,1201296.96,Low,5.212904208765075
557,Product_557,Clothing,71.34,3.4,621,153,571,334,540,534,282,551,22,438,475,982,754,5636,469.6666666666667,402072.24,Medium,2.0248448359337883
558,Product_558,Toys,19.25,2.6,753,389,883,208,160,409,942,991,967,131,948,332,299,6659,554.9166666666666,128185.75,Medium,0.7077151703437624
559,Product_559,Electronics,378.79,4.4,867,259,842,21,746,460,257,25,735,866,618,126,814,5769,480.75,2185239.5100000002,High,6.093487946096585
560,Product_560,Electronics,312.05,4.6,424,619,121,677,701,390,574,26,879,381,463,939,546,6316,526.3333333333334,1970907.8,High,3.2695743121606538
561,Product_561,Toys,353.52,2.4,142,882,478,610,116,846,573,701,269,137,786,704,726,6828,569.0,2413834.56,Medium,0.7962945957586275
562,Product_562,Electronics,110.42,1.9,291,796,618,207,270,43,611,82,858,942,848,242,730,6247,520.5833333333334,689793.74,Low,1.9710803933165932
